Frequency (Hz),Resistance (ohms),Reactance (ohms)
18000.0,90.94552214291905,-3698.263840767117
18010.0125,91.49645904431094,-3698.1468121038415
18020.025,90.60827417360534,-3693.7595751144695
18030.0375,91.30575563008394,-3691.8702947265647
18040.05,91.7032032989573,-3687.863659496412
18050.0625,91.25112019608956,-3687.448508192881
18060.075,91.40528246471648,-3685.224053880023
18070.0875,90.80831188189345,-3682.048377072216
18080.1,91.37958716989245,-3681.986546197776
18090.1125,91.23312414365732,-3679.259472927563
18100.125,91.08271573190903,-3677.980758736359
18110.1375,88.87071940762407,-3673.005406548983
18120.15,90.62541969224296,-3673.1780863451313
18130.1625,90.34646483162244,-3671.889547791322
18140.175,91.12536531434232,-3667.635595944184
18150.1875,89.49117634518781,-3665.9045979519046
18160.2,90.44081840380927,-3664.893095968822
18170.2125,90.9342150117661,-3662.698513731556
18180.225,91.35327279764572,-3662.0489250843407
18190.2375,90.14499783528618,-3658.528898288136
18200.25,88.84225290850411,-3657.698021814631
18210.2625,89.34002792302194,-3655.209117755661
18220.275,90.46314926590593,-3653.532897356034
18230.2875,90.70624965011308,-3652.0607737073847
18240.3,90.42910099779996,-3650.539035441048
18250.3125,89.25605561464573,-3645.591065901066
18260.325,89.82761249129828,-3644.662631684984
18270.3375,90.17957140881931,-3642.6499509719833
18280.35,87.96024214750405,-3641.0397982636728
18290.3625,89.95739762131221,-3638.733892138426
18300.375,88.46002076927216,-3637.9884422700743
18310.3875,90.89018414930533,-3634.5564032037214
18320.4,89.36301141873433,-3634.1125883505
18330.4125,89.68595958363886,-3630.381524618712
18340.425,89.9972611623423,-3628.913262133196
18350.4375,91.93952409547548,-3628.4046181109215
18360.45,89.7629950224709,-3625.279794027808
18370.4625,89.8959691808209,-3623.539436792074
18380.475,90.45434899158816,-3620.259481561821
18390.4875,90.14041028638889,-3619.9586837684033
18400.5,90.1534960243038,-3615.882867995427
18410.5125,89.52384249508735,-3617.5032302875807
18420.525,89.12396660706204,-3612.9238179050303
18430.5375,89.07471779315529,-3611.040078153304
18440.55,88.38204154498433,-3610.2000122727
18450.5625,88.50140383738429,-3608.135533537221
18460.575,89.2956937806458,-3605.998860262395
18470.5875,89.29484617258723,-3605.6228010347418
18480.6,88.59804224466878,-3601.3750466357283
18490.6125,89.00736870760552,-3600.2681536533505
18500.625,90.1490043497409,-3598.2332460784023
18510.6375,88.35490023857778,-3597.4303733532024
18520.65,87.12615317102373,-3594.965251546825
18530.6625,89.13085397370291,-3592.2170657103984
18540.675,88.25498966477629,-3590.3830232407868
18550.6875,88.73407418026184,-3587.461690398421
18560.7,88.49950579722571,-3585.917582695929
18570.7125,87.83408583126277,-3583.733661260402
18580.725,88.10665184685169,-3585.8554606755506
18590.7375,87.84351973656418,-3580.51636888736
18600.75,88.31959145707465,-3579.158098813219
18610.7625,87.94117982859325,-3575.7487434304726
18620.775,88.55547041157403,-3574.959131354274
18630.7875,88.3598864796883,-3573.379184472309
18640.8,88.73000084741739,-3571.001526732838
18650.8125,88.1183812787754,-3569.9464201723927
18660.825,87.59482191154883,-3567.013804188416
18670.8375,88.97921980694565,-3563.8855111723706
18680.85,87.97147833559794,-3563.941147547755
18690.8625,90.21053543245736,-3562.6935866507965
18700.875,87.34666729345301,-3559.50008064976
18710.8875,87.75398249299077,-3560.470515067072
18720.9,88.3096625557032,-3555.3415728240675
18730.9125,88.06781055490995,-3553.825740281962
18740.925,88.9887402824192,-3551.213805097821
18750.9375,88.26116578992404,-3551.0165192031423
18760.95,88.01723031035516,-3547.443828947158
18770.9625,88.40369446996228,-3546.7629871338827
18780.975,88.05057693497545,-3545.152153379939
18790.9875,87.28424136437314,-3542.114906228249
18801.0,89.18647181642173,-3540.876901378353
18811.0125,90.03566677233141,-3539.306618016102
18821.025,88.43550494458017,-3538.502862193425
18831.0375,87.46776498669345,-3535.8720628570422
