Frequency (Hz),Resistance (ohms),Reactance (ohms)
18000.0,102.2208132324795,-3222.7791824770284
18010.0125,102.3776922414736,-3220.2204940093907
18020.025,102.47277021151038,-3219.927134821904
18030.0375,101.76591842421652,-3216.976019246888
18040.05,101.44814780493851,-3215.463367474326
18050.0625,101.49613132293916,-3212.519086323113
18060.075,101.66976816569698,-3211.1245917564606
18070.0875,102.76504899288877,-3209.276010649708
18080.1,102.06038608191028,-3208.8904524075747
18090.1125,102.07132213298426,-3207.328098942933
18100.125,101.9628768607852,-3203.5989695275957
18110.1375,102.62777534715497,-3202.4647988418237
18120.15,101.74028720430856,-3201.220779845832
18130.1625,101.36143662000867,-3198.6134501796187
18140.175,101.41554043026689,-3198.300515891101
18150.1875,101.5826613461423,-3196.2720071563517
18160.2,101.86116047154157,-3194.536550280324
18170.2125,101.5707928184182,-3193.002175904827
18180.225,102.14746960272691,-3191.4798596664536
18190.2375,100.95163656222016,-3189.0215709763943
18200.25,100.97551813977675,-3187.895983014999
18210.2625,101.5198009139758,-3185.384232303962
18220.275,100.81460482317527,-3184.147116207388
18230.2875,100.8500382148161,-3182.744476612896
18240.3,101.72098451041803,-3180.79332709063
18250.3125,100.15258608593244,-3179.104366381712
18260.325,101.03927140995113,-3177.817382705447
18270.3375,101.53858536078148,-3176.0671874660343
18280.35,101.15851615799431,-3174.3429111670857
18290.3625,100.5124925624252,-3171.924654718962
18300.375,100.09162672242653,-3170.5897730401884
18310.3875,100.37874454769054,-3169.0112800902434
18320.4,100.06116319643633,-3167.449377461404
18330.4125,100.10100766569178,-3165.491397269733
18340.425,100.22699838002676,-3164.1847541498105
18350.4375,100.10836060839722,-3161.7114383856238
18360.45,99.57937268930208,-3160.9252664601327
18370.4625,99.7166590912941,-3158.6052562063087
18380.475,100.01557910996564,-3157.535190883937
18390.4875,100.452509131198,-3155.4117948972057
18400.5,99.77275038517114,-3154.065287114011
18410.5125,99.52997650917877,-3152.5550839420293
18420.525,99.65683084144852,-3150.1103361748037
18430.5375,99.59139755502864,-3148.933276860981
18440.55,98.98110479867287,-3146.9985075166783
18450.5625,99.63934666739551,-3145.566306705472
18460.575,99.25733863103078,-3143.480568683557
18470.5875,99.04176854493714,-3141.8567529174625
18480.6,99.18870689693792,-3140.701437985584
18490.6125,98.61088376625814,-3138.595963760913
18500.625,98.97516563835951,-3136.610085821481
18510.6375,98.78391851664352,-3135.0061289688315
18520.65,99.374805159236,-3133.760204928707
18530.6625,98.6767074748114,-3132.277993747068
18540.675,99.0590891359521,-3130.654149271922
18550.6875,98.76081992308816,-3128.34324296172
18560.7,99.43762442958382,-3127.3479620569287
18570.7125,99.24083679369592,-3125.6272912719446
18580.725,98.48379804329426,-3123.700313000735
18590.7375,98.543546977292,-3121.6519146850464
18600.75,98.44106044829589,-3119.939283571965
18610.7625,98.6495062262943,-3118.466738690193
18620.775,98.52885308815334,-3116.8286369292377
18630.7875,98.67425417236242,-3116.052703475807
18640.8,98.29976345245952,-3113.689940802109
18650.8125,98.22432842091428,-3112.202454486181
18660.825,98.52284749474006,-3110.130264769748
18670.8375,98.56824449471966,-3108.9796883521453
18680.85,98.81672114131597,-3106.891919285308
18690.8625,98.86521033325631,-3106.232168447345
18700.875,97.8728287185832,-3104.271482055342
18710.8875,98.52135084661175,-3101.749824294447
18720.9,97.90099500539468,-3100.6564647294394
18730.9125,97.76499234481074,-3099.118276382135
