Frequency (Hz),Resistance (ohms),Reactance (ohms)
18000.0,91.47045632736574,-3694.312106107409
18010.0125,93.07909191026162,-3693.9881174857214
18020.025,91.37940615644484,-3691.353235069881
18030.0375,91.78106953313215,-3689.1877125105343
18040.05,91.3916481527594,-3686.528753277498
18050.0625,91.66386498696968,-3684.68152859031
18060.075,91.72564718642217,-3682.482045813899
18070.0875,92.06853894493317,-3680.6392432120974
18080.1,91.78105257741292,-3677.493188629816
18090.1125,89.87548196120748,-3674.620410171937
18100.125,91.04640833901549,-3674.786275015265
18110.1375,91.3037054308604,-3672.773949470293
18120.15,90.0077038677555,-3670.713141215836
18130.1625,92.32552877670344,-3666.356496599041
18140.175,91.31664932283608,-3666.278219450338
18150.1875,90.91071508470748,-3664.673674941696
18160.2,92.87007293485402,-3662.5248998021298
18170.2125,91.70157260260513,-3660.391499707742
18180.225,92.09470473680294,-3657.5705650276095
18190.2375,91.63861533105948,-3659.19556437147
18200.25,91.04704313298276,-3654.757077117598
18210.2625,91.76812205773976,-3652.357980755128
18220.275,91.48016194689716,-3650.8151558843456
18230.2875,90.3777596073142,-3647.665148590937
18240.3,90.8285379229917,-3646.237187057839
18250.3125,91.34637135744174,-3644.7653083924274
18260.325,91.59257902827056,-3639.922477253642
18270.3375,89.61105410705449,-3641.376270030052
18280.35,90.19505837755509,-3637.820208098028
18290.3625,90.79442474005604,-3635.743711521652
18300.375,90.66431436129714,-3634.405382066097
18310.3875,90.60599874697004,-3632.250825192132
18320.4,91.05072411773769,-3630.750819367393
18330.4125,92.02202260005583,-3628.4260285454857
18340.425,90.10987413787772,-3626.370592683416
18350.4375,90.34411596847283,-3623.845322352647
18360.45,90.38522473451522,-3623.3761602654304
18370.4625,89.73977562013181,-3620.572395868704
18380.475,89.68381939046087,-3618.894618586143
18390.4875,89.36828429017405,-3614.877514166853
18400.5,90.05700112467125,-3615.4098379927696
18410.5125,89.69560780706524,-3612.446916712413
18420.525,90.26944684802784,-3611.317287629765
18430.5375,91.75128351215142,-3608.711176271977
18440.55,89.94332590909107,-3607.52806786402
18450.5625,89.53285569355766,-3605.205645495222
18460.575,89.43260285830218,-3601.8052217132386
18470.5875,89.44908983095105,-3601.9776628231007
18480.6,90.23283649178296,-3598.329823989914
18490.6125,89.92258129373172,-3597.6173240447606
18500.625,89.66854269102639,-3595.1467087125484
18510.6375,89.49072186084561,-3593.583921716008
18520.65,89.39212501910289,-3591.87355863867
18530.6625,90.13477183355958,-3589.041654582379
18540.675,89.82361388687873,-3588.2369447693677
