Frequency (Hz),Resistance (ohms),Reactance (ohms)
18000.0,91.29528895365414,-3698.7189527315495
18010.0125,91.32160355452068,-3696.511948791118
18020.025,91.51031305962854,-3693.917783777298
18030.0375,91.52651830983432,-3692.291176845251
18040.05,91.440455262139,-3690.113860198696
18050.0625,91.56910925409464,-3688.949303869963
18060.075,90.83898949106536,-3686.408715764806
18070.0875,91.33593735640456,-3684.150651466549
18080.1,91.55517732051744,-3682.4854241500993
18090.1125,91.26785448133568,-3680.2340721597816
18100.125,91.06568140728814,-3677.870529578336
18110.1375,91.11421173143395,-3676.295579640176
18120.15,91.2213366399566,-3673.387054590616
18130.1625,90.62803293569468,-3671.52923278366
18140.175,90.69189574735832,-3670.351338131575
18150.1875,90.6915838203532,-3667.8646507038993
18160.2,90.64760147464818,-3665.9098052819263
18170.2125,90.31684816190148,-3663.7032228627872
18180.225,90.57646595996177,-3661.704693604077
18190.2375,90.39714310410132,-3660.095673872345
18200.25,90.56903694040057,-3657.739560579893
18210.2625,90.15891017117532,-3655.901174083513
18220.275,90.20283190932716,-3653.890804115519
18230.2875,90.4856756334483,-3652.24133044995
18240.3,90.1145057760028,-3650.239737568832
18250.3125,90.61063764315378,-3648.356468083713
18260.325,90.02365526677725,-3646.422634435879
18270.3375,89.85905288683838,-3644.1740377055376
18280.35,89.73309151991424,-3642.366370442956
18290.3625,89.83513638244087,-3640.2381064546153
18300.375,89.80667840160014,-3638.6066006380256
18310.3875,89.91764311882291,-3636.46833051736
18320.4,89.88379559638318,-3634.2787798997615
18330.4125,89.87159965452447,-3631.920008061162
18340.425,89.6855252597045,-3630.008210807923
18350.4375,90.22954066060188,-3627.80900900664
18360.45,89.89953796205235,-3626.526271973296
18370.4625,88.92539308740936,-3624.644042045191
18380.475,89.51284233679709,-3622.6513041608473
18390.4875,89.60147565677093,-3620.46169244594
18400.5,89.55470742390163,-3618.491776766395
18410.5125,89.16653530317248,-3617.203535337588
18420.525,89.45655834513539,-3614.756652472018
18430.5375,88.7374603889696,-3613.123081686922
18440.55,89.59728486011656,-3610.6063851888216
18450.5625,89.21331558194716,-3608.9955513632895
18460.575,89.17919350449613,-3606.6107460716703
18470.5875,89.01154446209704,-3604.822628129768
18480.6,89.18155029412812,-3602.806510483613
18490.6125,88.84549912781233,-3601.4966538865037
18500.625,89.077495809883,-3599.705253547746
18510.6375,88.59344235658527,-3597.2849783392417
18520.65,88.99417049315346,-3595.2549095719105
18530.6625,89.01854327419478,-3593.019207476332
18540.675,89.4434377678253,-3591.2434621969114
18550.6875,88.88828868740107,-3589.1469778692285
18560.7,89.14756111572993,-3587.5895331766224
18570.7125,88.97856200834153,-3585.519753431823
18580.725,88.87083755394974,-3583.5310201083807
18590.7375,88.43553477949331,-3581.2756831238653
18600.75,88.72598581124335,-3579.54581910199
18610.7625,88.16022537064757,-3577.8410337815426
18620.775,88.75013717450125,-3576.031519426513
18630.7875,88.79724311668193,-3574.375852376193
18640.8,88.52276903162483,-3572.2504107542027
18650.8125,88.01871627264083,-3570.4232215384
18660.825,87.8293153215131,-3568.5430676665965
18670.8375,88.42474897887679,-3566.7130234721603
18680.85,88.14125856880777,-3564.498453717055
18690.8625,88.02641622272695,-3562.6128874227347
18700.875,87.77937551987671,-3560.7282835872666
18710.8875,88.15764302197906,-3558.933451937689
18720.9,88.42121126225035,-3557.3879029390832
18730.9125,88.0965649642507,-3555.2356286545864
18740.925,87.64923237307242,-3553.534871372815
18750.9375,87.83370802443542,-3551.54022693473
18760.95,87.97329685775244,-3549.850235373738
18770.9625,87.93357192991238,-3547.7104017721217
18780.975,87.80244695302339,-3546.55608532216
18790.9875,87.97064201334642,-3544.174332764956
18801.0,88.04108509047077,-3542.0240736729875
18811.0125,88.28540727240924,-3540.8462773350934
18821.025,87.27184134153865,-3537.718629396795
18831.0375,87.7556197753234,-3536.7923184380948
18841.05,88.02103489813182,-3534.8758770953077
18851.0625,87.59548017737963,-3533.1242357241917
18861.075,87.52004186505187,-3530.841516316671
18871.0875,87.63359695139164,-3529.106435080012
18881.1,87.52346000387034,-3526.5589066796624
18891.1125,87.59545141627198,-3525.6326580700465
18901.125,87.69048205988011,-3523.9500057261016
18911.1375,87.00143691667822,-3522.0910995102504
18921.15,87.54722637976217,-3520.325628954818
18931.1625,86.78417095823013,-3517.857927751943
18941.175,87.08111463810829,-3516.361649730764
18951.1875,87.27500036108344,-3514.3590966016177
18961.2,87.43289003497364,-3512.7485406222
18971.2125,87.01425614108133,-3510.761688884011
18981.225,87.18092665694776,-3508.873633027484
18991.2375,86.78435023614351,-3506.738809728865
19001.25,86.8747542760503,-3505.163975642894
19011.2625,87.07418460917694,-3503.6068950751496
19021.275,86.82743561590452,-3501.684321359427
19031.2875,87.00776352549458,-3500.1050369638683
19041.3,86.81304826929896,-3498.176833971645
19051.3125,86.76345451173842,-3495.914820873388
19061.325,86.75294258830543,-3494.197072108121
19071.3375,86.67378013395181,-3492.663484894034
19081.35,86.46059914038206,-3490.8788775127523
19091.3625,86.35036873334494,-3488.9974799995557
19101.375,86.30592330152662,-3486.8334817699565
19111.3875,86.84253361240052,-3485.0485936201653
19121.4,86.28055270419662,-3483.851211466906
19131.4125,86.78204835435339,-3481.6515135875898
19141.425,86.31041737541531,-3479.6041622169228
19151.4375,86.4479147984323,-3478.148895538532
19161.45,86.39253202213922,-3476.2286536204115
19171.4625,85.60339433582331,-3474.534288142765
19181.475,86.1711301735691,-3472.300713992141
19191.4875,86.32027016856821,-3471.174637766318
19201.5,86.03212340414291,-3469.777307525525
19211.5125,85.77261083485462,-3467.63157571571
19221.525,86.06130706729137,-3465.5826925193405
19231.5375,85.3641483478645,-3463.137332654416
19241.55,85.38538071626934,-3462.146640177061
19251.5625,85.68199976465608,-3460.17314249176
19261.575,85.87871454559145,-3458.172918821029
19271.5875,85.34434590418256,-3456.1603006432865
19281.6,85.7815968206571,-3454.8979440752687
19291.6125,85.34463400814373,-3453.2169194821754
19301.625,85.5061938421548,-3451.8280199834408
19311.6375,85.51471096343626,-3449.5656383726528
19321.65,85.13003878135106,-3447.71118927607
19331.6625,84.87817570024441,-3446.0948629568657
19341.675,85.1862698442687,-3443.96214613023
19351.6875,85.21038748751167,-3442.066102452286
19361.7,84.86227098708449,-3440.460976764788
19371.7125,85.28874424774497,-3439.2523757756703
19381.725,85.63235532089632,-3437.2047183234718
19391.7375,85.05433913773025,-3434.9281811483283
19401.75,85.24988743064844,-3433.5416556783307
19411.7625,85.28354529217661,-3431.972484505948
19421.775,84.73273518323501,-3429.693114531522
19431.7875,85.23875603754291,-3428.2063319306126
19441.8,85.07263875893851,-3426.5153557041685
19451.8125,84.771928607644,-3424.8004031611804
19461.825,85.00058266013296,-3422.8812073155555
19471.8375,84.32151524860096,-3421.2402017258714
19481.85,84.92941764270167,-3419.3619701674693
19491.8625,84.97302678548823,-3417.729688831926
19501.875,84.87247550920476,-3416.165326917965
19511.8875,84.32675425658326,-3414.2431758400176
19521.9,84.4570093058635,-3412.1692601310874
19531.9125,84.67463244143131,-3410.741360026231
19541.925,84.69972905090691,-3408.820942361356
19551.9375,84.0102841385299,-3407.033505326965
19561.95,84.25932131771573,-3405.5116690951154
19571.9625,84.27579868616117,-3403.647079142534
19581.975,84.29873148731077,-3401.475125678342
19591.9875,83.8740371177865,-3400.021675278439
19602.0,84.2584639557695,-3397.991889958193
19612.0125,83.95384029882709,-3396.7099033886284
19622.025,84.50631095868289,-3395.6720149234347
19632.0375,84.56140663461241,-3392.875683455882
19642.05,84.12035072633148,-3391.488890691485
19652.0625,84.42953891282889,-3390.044896073339
19662.075,84.00132590431886,-3388.207435683998
19672.0875,84.59985482250721,-3386.4860850855043
19682.1,84.23501021986336,-3384.649570613045
19692.1125,83.85100816725843,-3383.45209686092
19702.125,84.05476729359887,-3381.349706574171
19712.1375,84.35633081796436,-3379.7855676156723
19722.15,83.92692608834047,-3378.021032551807
19732.1625,84.01169732985112,-3376.821768755384
19742.175,83.99412035976411,-3374.292174085549
19752.1875,83.7399290620818,-3372.8919597778554
19762.2,83.92480098441783,-3371.1266830252034
19772.2125,83.53575158174533,-3369.723514276792
19782.225,83.92770092474069,-3368.587497839906
19792.2375,84.0445747002903,-3365.801875996064
19802.25,83.90185261087997,-3364.5328770732444
19812.2625,83.07259730605294,-3362.792547620957
19822.275,83.70846463291173,-3361.1963681740403
19832.2875,83.01452331293083,-3359.6489323292594
19842.3,83.69968479394008,-3357.5678186620166
19852.3125,83.76938726666012,-3356.4260286868844
