Frequency (Hz),Resistance (ohms),Reactance (ohms)
18000.0,94.74324370453633,-3288.7730402264565
18010.0125,94.4319072477231,-3287.181047661513
18020.025,95.13318261493016,-3284.908550948394
18030.0375,95.23507918255314,-3283.279607481448
18040.05,94.00392395529816,-3282.242155288394
18050.0625,94.34121028687775,-3280.2233237760665
18060.075,94.01204024421511,-3278.036663177673
18070.0875,93.280239490831,-3276.59341463953
18080.1,94.64965783562212,-3274.958724092586
18090.1125,94.45464575611888,-3272.748653156556
18100.125,92.79531884894892,-3271.083659070803
18110.1375,93.37395280567176,-3269.438301479447
18120.15,92.84576887116988,-3268.192209509574
18130.1625,92.84872454935864,-3264.6088789070127
18140.175,93.41395264023352,-3263.9485736353126
18150.1875,93.41011636299493,-3262.909154046109
18160.2,92.70461679977107,-3260.637856580951
18170.2125,93.0835434085626,-3259.2228316351407
18180.225,93.47287606826907,-3256.430077630051
18190.2375,92.94058667866842,-3254.9078570010684
18200.25,93.65339964893371,-3253.23018240745
18210.2625,92.89219247305574,-3251.998193050421
18220.275,92.90738370720013,-3250.4683751420457
18230.2875,91.7021077169813,-3248.848124800287
18240.3,91.1779412295241,-3246.7255204152507
18250.3125,91.9312256930397,-3244.6867770555427
18260.325,92.55808671947833,-3242.625771020805
18270.3375,92.18564139742789,-3240.667570758571
18280.35,92.32586490510722,-3239.0511532635733
18290.3625,92.10129470784352,-3237.661765971301
18300.375,91.4424226841609,-3236.3997670353706
18310.3875,92.4057971327551,-3233.956278758189
18320.4,91.66841599902938,-3232.104519887677
18330.4125,92.34058771205656,-3229.931958057832
18340.425,91.45003425586084,-3228.79641827641
18350.4375,91.58895253875376,-3226.708794799645
18360.45,90.42195861335536,-3225.339271442765
18370.4625,91.55979391361498,-3223.860604916905
18380.475,90.94779122077188,-3221.953077430069
18390.4875,92.07567395635787,-3219.837952878136
18400.5,91.4535545279292,-3218.5688308073804
18410.5125,91.49143853431669,-3216.8955958007377
18420.525,91.20072155828782,-3215.5988863706184
18430.5375,91.29687006368124,-3212.9614127421983
18440.55,90.61201704562566,-3211.2141486345754
18450.5625,91.70196269913424,-3209.736155076077
18460.575,91.25747434685196,-3206.886255072332
18470.5875,90.76043194143966,-3206.096523123901
18480.6,91.47858562487514,-3204.3789948931058
18490.6125,91.43105504862932,-3202.586127318448
18500.625,91.47781165469748,-3201.2274998985345
18510.6375,90.78631354123766,-3199.4656124740754
18520.65,90.93677739165156,-3197.9691582002315
18530.6625,91.71697270201912,-3195.58562623833
18540.675,90.66416135005244,-3194.1629415323896
18550.6875,90.22938839010756,-3193.290598892442
18560.7,90.21447760749136,-3190.599793977673
18570.7125,90.876449972412,-3189.01160784526
18580.725,91.2841564065392,-3187.3375181576
18590.7375,90.3233154560325,-3186.188933552041
18600.75,89.57501046165888,-3184.962896339305
18610.7625,90.85101130233922,-3182.581075324529
18620.775,89.9654143181296,-3181.2684245978585
18630.7875,90.695902878043,-3179.1950475556605
18640.8,90.1225624212573,-3177.6541183992776
18650.8125,90.14803193600198,-3175.2886128045816
18660.825,90.91126296555478,-3173.7392289104737
18670.8375,89.83994340111126,-3172.59751533479
18680.85,89.61929865012958,-3170.740137799706
18690.8625,90.24392452872549,-3169.1891142952995
18700.875,89.95732022207956,-3166.697164708916
18710.8875,89.42660790462725,-3166.028010633852
18720.9,89.4442778027154,-3164.260984356212
18730.9125,90.00886260589036,-3162.491168143717
18740.925,89.552022160384,-3160.549124315411
18750.9375,89.67692467502278,-3158.7157904607225
18760.95,89.84719220129625,-3158.0691905948884
18770.9625,89.57119738646735,-3155.682529279275
18780.975,89.58251602269347,-3154.21896456414
18790.9875,89.59591253676959,-3152.3754869973404
18801.0,88.55022464616408,-3151.04873892619
18811.0125,89.1090465071028,-3149.47263096589
18821.025,88.9510445617973,-3147.129558847384
18831.0375,89.007816192981,-3145.3342754287355
18841.05,89.22114246212897,-3144.4403704554643
18851.0625,89.50944916868112,-3142.564601525586
18861.075,87.7426911502483,-3140.7490568077737
18871.0875,88.96680618045858,-3139.1693912108203
18881.1,89.20737488009361,-3137.594889637215
18891.1125,88.92269860875264,-3136.024130388724
18901.125,87.80673748675117,-3133.387758666236
18911.1375,88.76783187521674,-3132.9026463037167
18921.15,89.01474023011183,-3130.654638995604
18931.1625,88.52969083893605,-3130.090744668352
18941.175,88.30094073524154,-3127.6210457493776
18951.1875,87.79568088868528,-3126.169111989333
18961.2,88.87229179255984,-3124.455677109357
18971.2125,88.80898591660129,-3123.2326713336824
18981.225,88.26859542329842,-3120.9680403351013
18991.2375,88.4548779982094,-3119.335464493601
19001.25,88.08891786931517,-3117.949470472382
19011.2625,88.47797694471518,-3116.0992210815925
19021.275,87.52804106062015,-3114.8143568838764
19031.2875,87.60185228067792,-3113.4832499662866
19041.3,88.2546075642319,-3111.18455877832
19051.3125,88.21319029583549,-3109.210810480801
19061.325,88.14568859079218,-3108.407216845649
19071.3375,88.01815224474608,-3106.147903172005
19081.35,87.78241012338816,-3105.363380177394
19091.3625,87.91739177721198,-3103.8149521885325
19101.375,87.63649983662964,-3101.53367075127
19111.3875,87.59643441722973,-3099.820963865497
19121.4,87.39231672193904,-3098.2015486239934
19131.4125,87.52813003508511,-3097.302857583691
19141.425,87.77299003143382,-3095.164895882113
19151.4375,87.71856898996748,-3093.738779793546
19161.45,87.2933722852513,-3092.140843299784
19171.4625,87.0556619345003,-3090.8583652880466
19181.475,87.47128394148915,-3088.731710226902
19191.4875,87.8769404957544,-3087.100783375381
19201.5,87.58063825398202,-3087.1481657101863
19211.5125,87.22778971510282,-3084.266530337109
19221.525,87.51041893582601,-3082.8347505497936
19231.5375,87.24002540917607,-3081.2850793384737
19241.55,86.96378317190548,-3079.457013794517
19251.5625,86.82682600913701,-3077.693511106805
19261.575,87.06776810201364,-3075.937798607891
19271.5875,86.89133401026073,-3075.850791730481
19281.6,87.05230794928542,-3073.478151962521
19291.6125,86.21244983063784,-3071.634243063728
19301.625,86.84231821421116,-3069.4295186381105
19311.6375,86.68259809564898,-3068.623494889377
19321.65,86.33989357427244,-3066.658873279852
19331.6625,86.79323089217148,-3064.7950034519067
19341.675,86.28913193650615,-3063.5515613858474
19351.6875,86.43413496108276,-3062.4620648451164
19361.7,86.53311662018594,-3060.3619107537847
19371.7125,86.70449405673558,-3059.55895006232
19381.725,86.64735729558596,-3057.574444651862
19391.7375,86.87861404460435,-3055.706136688135
19401.75,86.38950460716401,-3054.0579961982576
19411.7625,86.06379573629603,-3052.6649930939548
19421.775,86.46705100682365,-3050.9629982065985
19431.7875,86.19936522209112,-3049.583295236164
19441.8,86.33163839945004,-3048.9312879072527
19451.8125,86.0395992667796,-3046.4276408597
19461.825,85.94165203887582,-3044.5479315518746
19471.8375,85.8510778078061,-3043.0576838623715
19481.85,86.00833908852601,-3041.5572603129185
19491.8625,85.79490823067255,-3040.3962239231823
19501.875,85.9899551894282,-3038.603255118685
19511.8875,85.24040118059067,-3037.571957969952
19521.9,85.83488081557773,-3035.6627795155787
19531.9125,85.99931349462231,-3034.1210272550397
19541.925,85.36530711288124,-3032.464593158915
19551.9375,85.87231416842913,-3031.416595284917
19561.95,85.73938413165506,-3030.1763935811864
19571.9625,85.23611892014394,-3028.3939331756715
19581.975,85.65675000824878,-3027.244647392275
19591.9875,85.46672802706486,-3024.959500425129
19602.0,85.80342862300866,-3023.3039541591315
19612.0125,85.48281523770858,-3022.427960203983
19622.025,85.74473064664765,-3020.3056060996146
19632.0375,85.66626017934405,-3018.9200739920816
19642.05,86.67384693785696,-3018.233384434044
19652.0625,85.13885559871319,-3015.355764259012
19662.075,85.54837305639506,-3014.104812229172
19672.0875,84.91457604371651,-3012.400791139108
19682.1,84.30889446574773,-3011.0517444525976
19692.1125,85.0308448786027,-3010.04805515171
19702.125,85.01460755716312,-3008.2358061989144
19712.1375,84.95614586834967,-3006.5105350212834
19722.15,84.80129741195731,-3005.126502994712
19732.1625,85.33125631605856,-3003.426545113331
19742.175,84.4386654343195,-3001.228480994005
19752.1875,84.77687159037052,-3000.63186698394
19762.2,84.34402066223338,-2999.609370872592
19772.2125,84.03845822344097,-2997.7973850109456
19782.225,84.67270596935893,-2995.884069348007
19792.2375,85.07846767742616,-2994.9717153811825
19802.25,84.90190875715538,-2993.7616611173853
19812.2625,83.67915115576167,-2992.273991653877
19822.275,84.47092963551445,-2990.5319214651954
19832.2875,84.40307448818378,-2989.226109477009
19842.3,84.38150799923731,-2987.397492212588
19852.3125,84.87404260068054,-2985.334045589373
19862.325,84.64362850133041,-2984.339980324472
19872.3375,84.0218668302237,-2982.4667923375523
19882.35,84.04995799893204,-2980.181425774255
19892.3625,84.46354693236343,-2979.9104264649004
19902.375,84.55519017267392,-2979.019571701232
19912.3875,84.30174535328345,-2975.621377708921
19922.4,84.42435879971674,-2975.0554535863507
19932.4125,83.95677171539913,-2974.0703512964124
19942.425,84.25535821790989,-2971.7181367676126
19952.4375,84.30705606577885,-2971.226975723227
19962.45,83.68153738258793,-2969.454141417035
19972.4625,83.33998133159051,-2967.753133560921
19982.475,84.15798359716509,-2966.8881677140166
19992.4875,83.57820173482442,-2965.3678238168022
20002.5,83.62146358154017,-2963.757447324538
20012.5125,82.4636806248136,-2961.459556032387
20022.525,84.58349817381283,-2960.4161979894675
20032.5375,83.83336903304216,-2958.9983844742565
20042.55,83.44980591868112,-2958.0577124371152
20052.5625,83.0281131960387,-2957.3077210313954
20062.575,83.7009576328549,-2955.216499784707
20072.5875,83.5729438388978,-2953.501094717277
20082.6,83.54723496022413,-2950.10408325151
20092.6125,83.53097104435683,-2950.6296887512594
20102.625,83.58222698304827,-2948.923748957348
20112.6375,83.51161908423458,-2946.5338255688703
20122.65,82.63610914246433,-2946.661941337845
20132.6625,83.18948696058813,-2944.812987911606
20142.675,83.04626136435415,-2943.5868948293464
20152.6875,84.22244939069749,-2942.2989535958527
20162.7,83.01488710365244,-2939.9929011653835
20172.7125,83.44670987235361,-2938.813514128954
20182.725,82.66907342679782,-2937.811630216832
20192.7375,83.60870258610842,-2936.580709782996
20202.75,82.7120456679806,-2934.729559646172
20212.7625,83.03763565524872,-2933.7299914141777
20222.775,82.5906350027917,-2932.055015392154
20232.7875,83.12430567191826,-2930.4772515888667
20242.8,83.33942981333315,-2928.656380579557
20252.8125,83.68292176895773,-2926.597275082825
20262.825,82.79117178273287,-2925.976947338165
20272.8375,82.34862395182331,-2923.9899877091443
20282.85,82.02290627717372,-2922.0750767915065
20292.8625,82.6981297942373,-2921.504833424627
20302.875,82.60410429908102,-2920.2558395934484
20312.8875,83.15749796346952,-2919.2304182860903
20322.9,81.90108181468473,-2917.866665203626
20332.9125,82.5403555730692,-2916.1255372275477
20342.925,82.17718786027545,-2914.837988422442
20352.9375,83.69825195165123,-2912.881695687281
20362.95,82.9367648459795,-2911.6826295540677
20372.9625,82.3252517840194,-2910.8269133178064
20382.975,82.48616847217983,-2909.4400830330464
20392.9875,82.31911332829151,-2907.9820064714027
20403.0,82.16150801715547,-2906.1027969036045
20413.0125,81.82688885568953,-2904.082621930024
20423.025,83.68894999828234,-2900.8629025157443
20433.0375,81.77533193270133,-2901.7669144401693
20443.05,82.31069978409054,-2901.216451298102
20453.0625,81.44831087404287,-2899.2167821385274
20463.075,82.38324184250912,-2898.879904760515
20473.0875,81.80955511510389,-2896.2185667538843
20483.1,81.57014889945224,-2895.437524420416
20493.1125,81.68207466807533,-2892.0459490681887
20503.125,82.04254304005582,-2892.5596677910394
20513.1375,81.65720126348148,-2891.089953021504
20523.15,80.88113997574952,-2889.001710455944
20533.1625,81.4054705739646,-2888.470248760037
20543.175,81.84769507371496,-2886.159795171572
20553.1875,81.60159916232394,-2885.3354487947813
20563.2,80.75713565791224,-2883.5893596188
20573.2125,81.4628537860003,-2882.3268010172046
20583.225,82.38560408700168,-2881.003928890953
20593.2375,81.80419427134899,-2879.002070615012
20603.25,81.46505297762712,-2878.494154706963
20613.2625,81.58783922981432,-2877.0285824886414
20623.275,82.09258025277221,-2875.5472769539824
20633.2875,81.77108879362217,-2872.966207771873
20643.3,81.20051172542571,-2872.587786545362
20653.3125,81.07794239479323,-2870.82234212601
20663.325,80.8062856356617,-2869.2994415508206
20673.3375,81.8963908824398,-2868.5310854261115
20683.35,81.45249353880895,-2867.0814260509765
20693.3625,81.46328184618677,-2865.095638428343
20703.375,81.69157785591209,-2865.394079149032
20713.3875,80.96068275088474,-2862.614391969029
20723.4,82.02524804411124,-2861.7546494581484
20733.4125,81.35236922215717,-2859.889612037633
20743.425,80.58739621013804,-2859.060485723081
20753.4375,81.66091307367826,-2857.322514117296
20763.45,79.5831975239927,-2855.93286008415
20773.4625,80.10722239739708,-2855.41522603091
20783.475,81.11342205288422,-2852.704985477027
20793.4875,80.42120060741209,-2850.8559980266064
20803.5,81.47758343224535,-2851.45284110817
20813.5125,80.74525951442973,-2849.2554040977275
20823.525,80.98008044006531,-2848.1724470327085
20833.5375,79.68816447373983,-2846.9982755140377
20843.55,80.55593772404607,-2844.6147973369325
20853.5625,80.53750759139203,-2844.9557821760245
20863.575,80.51422474398404,-2841.9612445853213
20873.5875,81.22260649759187,-2842.101306215872
20883.6,80.48469965526056,-2839.6850178429167
20893.6125,81.5556022205176,-2838.510415092944
20903.625,82.23610437862986,-2838.61124094472
20913.6375,80.60909370565551,-2836.150477771356
20923.65,79.92778072432591,-2836.0110037192467
20933.6625,81.48872422705735,-2833.4285498013387
20943.675,80.33430480638742,-2832.749621935015
20953.6875,80.92907637372338,-2830.3716943974696
20963.7,81.38372052146755,-2829.378512977747
20973.7125,79.24680235058537,-2826.558861335113
20983.725,80.17078694383365,-2826.5018869533787
20993.7375,78.99431146187224,-2826.074042979006
21003.75,77.24766210878208,-2824.2662592531647
